Cod,Ano Letivo,Serie,Andamento adesao,Situacao,Matricula,Escola
2870,2022,3,ELEGIVEL,Abandonou,200929790889776,LICEU NILO PECANHA
2871,2021,9,ELEGIVEL,Aprovado,201832010386582,EE DOUTOR MEMORIA
2871,2022,1,ELEGIVEL,Dep.neste ano,201832010386582,LICEU NILO PECANHA
2871,2023,2,ELEGIVEL,Não avaliado,201832010386582,LICEU NILO PECANHA
2872,2021,9,ELEGIVEL,Aprovado,201832130389252,CE JOSE BONIFACIO
2873,2021,9,VALOR DEPOSITADO,Aprovado,202132140650010,CE LEOPOLDO FROES
2873,2022,1,CONCLUIDA,Dep.neste ano,202132140650010,CE LEOPOLDO FROES
2873,2023,2,CONCLUIDA,Não avaliado,202132140650010,CE PAULO ASSIS RIBEIRO
2874,2021,9,ELEGIVEL,Reprovado,201831940705201,CE CIZINIO SOARES PINTO
2875,2021,9,VALOR DEPOSITADO,Aprovado,201831890461108,CE MACHADO DE ASSIS
2875,2022,1,CONCLUIDA,Dep.neste ano,201831890461108,CE MACHADO DE ASSIS
2875,2023,2,CONCLUIDA,Reprovado,201831890461108,CE MACHADO DE ASSIS
2876,2021,3,VALOR DEPOSITADO,Aprovado,201531960451069,CE CIZINIO SOARES PINTO
2877,2021,3,VALOR DEPOSITADO,Aprovado,201932140624870,CE LEOPOLDO FROES
2878,2021,3,VALOR DEPOSITADO,Aprovado,201831910485163,CE PAULO ASSIS RIBEIRO
2879,2021,3,ELEGIVEL,Aprovado,201531960437589,CE CIZINIO SOARES PINTO
2880,2021,9,VALOR DEPOSITADO,Aprovado,202032140628440,CE LEOPOLDO FROES
2880,2022,1,VALOR DEPOSITADO,Aprovado,202032140628440,CE PAULO ASSIS RIBEIRO
2880,2023,2,CONCLUIDA,Não avaliado,202032140628440,CE PAULO ASSIS RIBEIRO
2881,2021,9,PRE-INSCRITO,Aprovado,201632030107996,CE DUQUE DE CAXIAS
2881,2022,1,PRE-INSCRITO,Aprovado,201632030107996,CE CIZINIO SOARES PINTO
2882,2021,3,INSCRICAO PARCIAL,Aprovado,201331870518382,CE JOAQUIM TAVORA
2883,2021,9,VALOR DEPOSITADO,Aprovado,201832100351941,CE MACHADO DE ASSIS
2883,2022,1,VALOR DEPOSITADO,Aprovado,20222010978,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO CAMPUS NITEROI
2884,2021,9,PRE-INSCRITO,Aprovado,201832170234268,EE MENEZES VIEIRA
2884,2022,1,PRE-INSCRITO,Reprovado,201832170234268,LICEU NILO PECANHA
2884,2023,1,PRE-INSCRITO,Não avaliado,201832170234268,LICEU NILO PECANHA
2885,2021,9,ELEGIVEL,Abandonou,200929440030458,CE DOUTOR LUCIANO PESTRE
2885,2023,1,ELEGIVEL,Reprovado,200929440030458,CE DOUTOR LUCIANO PESTRE
2886,2021,9,VALOR DEPOSITADO,Aprovado,201832030128181,CE DUQUE DE CAXIAS
2886,2022,1,VALOR DEPOSITADO,Aprovado,201832030128181,CE CIZINIO SOARES PINTO
2886,2023,2,CONCLUIDA,Aprovado,201832030128181,CE CIZINIO SOARES PINTO
2887,2021,9,VALOR DEPOSITADO,Aprovado,202032261029351,CE RAUL VIDAL
2887,2022,1,VALOR DEPOSITADO,Aprovado,202032261029351,CE RAUL VIDAL
2887,2023,2,CONCLUIDA,Não avaliado,202032261029351,CE RAUL VIDAL
2888,2021,3,ELEGIVEL,Aprovado,201931881454910,LICEU NILO PECANHA
2889,2021,9,ELEGIVEL,Aprovado,201115930081810,CE CIZINIO SOARES PINTO
2890,2021,9,ELEGIVEL,Abandonou,201729960192706,CE DOUTOR LUCIANO PESTRE
2891,2021,9,VALOR DEPOSITADO,Aprovado,201729960191300,CE DOUTOR LUCIANO PESTRE
2891,2022,1,VALOR DEPOSITADO,Aprovado,201729960191300,CE DOUTOR LUCIANO PESTRE
2891,2023,2,VALOR DEPOSITADO,Aprovado,201729960191300,CE DOUTOR LUCIANO PESTRE
2892,2021,9,VALOR DEPOSITADO,Aprovado,201931960548051,CE CIZINIO SOARES PINTO
2892,2022,1,CONCLUIDA,Reprovado,201931960548051,CE CIZINIO SOARES PINTO
2892,2023,1,CONCLUIDA,Abandonou,201931960548051,CE CIZINIO SOARES PINTO
2893,2021,9,PRE-INSCRITO,Aprovado,202031850846110,CE CONSELHEIRO MACEDO SOARES
2893,2022,1,PRE-INSCRITO,Aprovado,202031850846110,CE CONSELHEIRO MACEDO SOARES
2893,2023,2,PRE-INSCRITO,Aprovado,202031850846110,CE CONSELHEIRO MACEDO SOARES
2894,2021,9,VALOR DEPOSITADO,Aprovado,201831850696041,CE CONSELHEIRO MACEDO SOARES
2894,2022,1,VALOR DEPOSITADO,Aprovado,201831850696041,CE CONSELHEIRO MACEDO SOARES
2894,2023,2,CONCLUIDA,Aprovado,201831850696041,CE CONSELHEIRO MACEDO SOARES
2895,2021,9,PRE-INSCRITO,Aprovado,201817820387108,CIEP 450 DI CAVALCANTI
2895,2022,1,PRE-INSCRITO,Aprovado,201817820387108,CE PAULO ASSIS RIBEIRO
2895,2023,2,PRE-INSCRITO,Não avaliado,201817820387108,CE PAULO ASSIS RIBEIRO
2896,2021,9,PRE-INSCRITO,Aprovado,202032050431410,CE EMBAIXADOR RAUL FERNANDES
2896,2022,1,PRE-INSCRITO,Aprovado,202032050431410,CE EMBAIXADOR RAUL FERNANDES
2896,2023,2,PRE-INSCRITO,Aprovado,202032050431410,CE EMBAIXADOR RAUL FERNANDES
2897,2021,9,VALOR DEPOSITADO,Aprovado,201832300454386,CE CIZINIO SOARES PINTO
2897,2022,1,VALOR DEPOSITADO,Aprovado,201832300454386,CE CIZINIO SOARES PINTO
2897,2023,2,CONCLUIDA,Aprovado,201832300454386,CE CIZINIO SOARES PINTO
2898,2021,9,ELEGIVEL,Aprovado,201917820407555,CIEP 450 DI CAVALCANTI
2898,2022,1,ELEGIVEL,Reprovado,201917820407555,CE PAULO ASSIS RIBEIRO
2898,2023,1,ELEGIVEL,Não avaliado,201917820407555,CE PAULO ASSIS RIBEIRO
2899,2021,9,INSCRICAO PARCIAL,Aprovado,201832140572221,CE LEOPOLDO FROES
2899,2022,1,INSCRICAO PARCIAL,Reprovado,201832140572221,CE GUILHERME BRIGGS
2899,2023,1,INSCRICAO PARCIAL,Não avaliado,201832140572221,CE PAULO ASSIS RIBEIRO
2900,2021,9,PRE-INSCRITO,Aprovado,201732150476910,CE MANUEL DE ABREU
2900,2022,1,PRE-INSCRITO,Reprovado,201732150476910,CE MANUEL DE ABREU
2900,2023,1,PRE-INSCRITO,Não avaliado,201732150476910,LICEU NILO PECANHA
2901,2021,9,PRE-INSCRITO,Aprovado,201715930226661,CIEP 448 RUY FRAZAO SOARES
2901,2022,1,PRE-INSCRITO,Aprovado,201715930226661,CIEP 448 RUY FRAZAO SOARES
2901,2023,2,PRE-INSCRITO,Não avaliado,201715930226661,CIEP 448 RUY FRAZAO SOARES
2902,2021,9,ELEGIVEL,Reprovado,201832150520540,CE MANUEL DE ABREU
2902,2022,9,ELEGIVEL,Aprovado,202231900518010,CE MULLULO DA VEIGA
2902,2023,1,ELEGIVEL,Não avaliado,202231900518010,CE MULLULO DA VEIGA
2903,2021,9,VALOR DEPOSITADO,Aprovado,201832090251808,CIEP 448 RUY FRAZAO SOARES
2903,2022,1,VALOR DEPOSITADO,Aprovado,201832090251808,CIEP 448 RUY FRAZAO SOARES
2903,2023,2,CONCLUIDA,Não avaliado,201832090251808,CIEP 448 RUY FRAZAO SOARES
2904,2021,3,ELEGIVEL,Aprovado,201932300505440,LICEU NILO PECANHA
2904,2022,3,ELEGIVEL,Abandonou,201932300505440,LICEU NILO PECANHA
2905,2021,9,VALOR DEPOSITADO,Aprovado,201832160438571,CE MARIA PEREIRA DAS NEVES
2905,2022,1,VALOR DEPOSITADO,Aprovado,201832160438571,CE CIZINIO SOARES PINTO
2905,2023,2,CONCLUIDA,Aprovado,201832160438571,CE CIZINIO SOARES PINTO
2906,2021,9,CONCLUIDA,Abandonou,201731850663730,CE CONSELHEIRO MACEDO SOARES
2906,2022,9,CONCLUIDA,Reprovado,201731850663730,CE CONSELHEIRO MACEDO SOARES
2906,2023,9,CONCLUIDA,Transferido,201731850663730,CE CONSELHEIRO MACEDO SOARES
2907,2021,9,PRE-INSCRITO,Aprovado,201832100348647,CE JOSE BONIFACIO
2907,2022,1,PRE-INSCRITO,Dep.neste ano,201832100348647,CE JOSE BONIFACIO
2907,2023,2,PRE-INSCRITO,Não avaliado,201832100348647,CE JOSE BONIFACIO
2908,2021,9,VALOR DEPOSITADO,Aprovado,201731870753611,CE JOAQUIM TAVORA
2908,2022,1,VALOR DEPOSITADO,Aprovado,201731870753611,CE JOAQUIM TAVORA
2908,2023,2,CONCLUIDA,Não avaliado,201731870753611,CE JOAQUIM TAVORA
2909,2021,9,ELEGIVEL,Aprovado,201831970312672,CE CONSELHEIRO JOSINO
2909,2022,1,ELEGIVEL,Aprovado,201831970312672,CE CONSELHEIRO JOSINO
2909,2023,2,ELEGIVEL,Não avaliado,201831970312672,CE CONSELHEIRO JOSINO
2910,2021,9,ELEGIVEL,Reprovado,201932130404551,CE JOSE BONIFACIO
2910,2022,9,ELEGIVEL,Transferido,201932130404551,CE JOSE BONIFACIO
2911,2021,9,PRE-INSCRITO,Aprovado,201831930350204,CE ALMIRANTE TAMANDARE
2911,2022,1,PRE-INSCRITO,Aprovado,201831930350204,CE ALMIRANTE TAMANDARE
2911,2023,2,PRE-INSCRITO,Não avaliado,201831930350204,CE ALMIRANTE TAMANDARE
2913,2021,3,PRE-INSCRITO,Aprovado,201531870637414,CE JOAQUIM TAVORA
2914,2021,3,ELEGIVEL,Aprovado,201931881429465,LICEU NILO PECANHA
2914,2022,3,ELEGIVEL,Aprovado,201931881429465,LICEU NILO PECANHA
2915,2021,3,ELEGIVEL,Abandonou,201931900480807,CE MULLULO DA VEIGA
2916,2021,9,VALOR DEPOSITADO,Aprovado,201832140562501,CE LEOPOLDO FROES
2916,2022,1,VALOR DEPOSITADO,Aprovado,201832140562501,CE LEOPOLDO FROES
2916,2023,2,CONCLUIDA,Não avaliado,201832140562501,CE LEOPOLDO FROES
2917,2021,9,PRE-INSCRITO,Reprovado,201632270092438,CE MANUEL DE ABREU
2918,2021,9,VALOR DEPOSITADO,Aprovado,201815930283009,CIEP 448 RUY FRAZAO SOARES
2918,2022,1,CONCLUIDA,Dep.neste ano,201815930283009,CIEP 448 RUY FRAZAO SOARES
2919,2021,9,ELEGIVEL,Abandonou,201832030136956,CE DUQUE DE CAXIAS
2920,2021,9,PRE-INSCRITO,Aprovado,201632090230433,CE FERNANDO MAGALHAES
2920,2022,1,PRE-INSCRITO,Reprovado,201632090230433,CE FERNANDO MAGALHAES
2921,2021,9,VALOR DEPOSITADO,Aprovado,202132170283774,EE MENEZES VIEIRA
2921,2022,1,VALOR DEPOSITADO,Aprovado,202132170283774,CIEP 449 GOVERNADOR LEONEL DE MOURA BRIZOLA BRASIL FRANCA
2921,2023,2,CONCLUIDA,Aprovado,202132170283774,CIEP 449 GOVERNADOR LEONEL DE MOURA BRIZOLA BRASIL FRANCA
2922,2021,9,VALOR DEPOSITADO,Aprovado,201732150493075,EE DOUTOR MEMORIA
2922,2022,1,VALOR DEPOSITADO,Aprovado,201732150493075,CE HILARIO RIBEIRO
2922,2023,2,CONCLUIDA,Abandonou,201732150493075,CE HILARIO RIBEIRO
2923,2021,3,VALOR DEPOSITADO,Aprovado,201532030104818,CE CIZINIO SOARES PINTO
2924,2021,3,PRE-INSCRITO,Aprovado,201532150419310,CE MANUEL DE ABREU
2925,2021,3,PRE-INSCRITO,Aprovado,201531960440962,CE CIZINIO SOARES PINTO
2926,2021,3,ELEGIVEL,Aprovado,201531850580905,CE CONSELHEIRO MACEDO SOARES
2927,2021,9,PRE-INSCRITO,Aprovado,201732010378915,CE HILARIO RIBEIRO
2927,2022,1,PRE-INSCRITO,Abandonou,201732010378915,CE HILARIO RIBEIRO
2927,2023,1,PRE-INSCRITO,Abandonou,201732010378915,CE HILARIO RIBEIRO
2928,2021,9,PRE-INSCRITO,Aprovado,201531960432862,CE DUQUE DE CAXIAS
2929,2021,9,ELEGIVEL,Aprovado,201832130388280,CE JOSE BONIFACIO
2929,2022,1,ELEGIVEL,Aprovado,201832130388280,CE JOSE BONIFACIO
2929,2023,2,ELEGIVEL,Não avaliado,201832130388280,CE JOSE BONIFACIO
2930,2021,9,ELEGIVEL,Aprovado,201732130373600,CE JOSE BONIFACIO
2930,2022,1,ELEGIVEL,Transferido,201732130373600,CE JOSE BONIFACIO
2931,2021,9,VALOR DEPOSITADO,Aprovado,201832300437710,CE MANUEL DE ABREU
2931,2022,1,CONCLUIDA,Reprovado,201832300437710,CIEP 449 GOVERNADOR LEONEL DE MOURA BRIZOLA BRASIL FRANCA
2931,2023,1,CONCLUIDA,Dep.neste ano,201832300437710,CIEP 449 GOVERNADOR LEONEL DE MOURA BRIZOLA BRASIL FRANCA
2932,2021,3,ELEGIVEL,Aprovado,201415900319050,CE DOUTOR LUCIANO PESTRE
2933,2021,9,VALOR DEPOSITADO,Aprovado,202032150591620,CE MANUEL DE ABREU
2933,2022,1,CONCLUIDA,Dep.neste ano,202032150591620,CE MANUEL DE ABREU
2933,2023,2,CONCLUIDA,Reprovado,202032150591620,CE MANUEL DE ABREU
2934,2021,9,PRE-INSCRITO,Aprovado,201831940676610,CIEP 450 DI CAVALCANTI
2934,2022,1,PRE-INSCRITO,Aprovado,201831940676610,CE MANUEL DE ABREU
2934,2023,2,PRE-INSCRITO,Não avaliado,201831940676610,CE PAULO ASSIS RIBEIRO
2935,2021,9,VALOR DEPOSITADO,Aprovado,201832010390857,EE DOUTOR MEMORIA
2935,2022,1,CONCLUIDA,Dep.neste ano,201832010390857,CE RAUL VIDAL
2935,2023,2,CONCLUIDA,Não avaliado,201832010390857,CE RAUL VIDAL
2936,2021,9,VALOR DEPOSITADO,Aprovado,201832140568389,CE LEOPOLDO FROES
2936,2022,1,CONCLUIDA,Reprovado,201832140568389,CE LEOPOLDO FROES
2936,2023,1,CONCLUIDA,Não avaliado,201832140568389,CE LEOPOLDO FROES
2937,2021,9,ELEGIVEL,Aprovado,201832170231676,EE MENEZES VIEIRA
2937,2022,1,ELEGIVEL,Dep.neste ano,201832170231676,LICEU NILO PECANHA
2937,2023,2,ELEGIVEL,Não avaliado,201832170231676,LICEU NILO PECANHA
2938,2021,9,PRE-INSCRITO,Aprovado,201732170229373,EE MENEZES VIEIRA
2938,2022,1,PRE-INSCRITO,Reprovado,201732170229373,CE RAUL VIDAL
2938,2023,1,PRE-INSCRITO,Não avaliado,201732170229373,CE RAUL VIDAL
2939,2021,3,VALOR DEPOSITADO,Aprovado,201531960436426,CE LEOPOLDO FROES
2940,2021,3,ELEGIVEL,Aprovado,202131870919630,CE JOAQUIM TAVORA
2941,2021,9,PRE-INSCRITO,Aprovado,201917820405188,CIEP 450 DI CAVALCANTI
2941,2022,1,PRE-INSCRITO,Reprovado,201917820405188,CE PAULO ASSIS RIBEIRO
2941,2023,1,PRE-INSCRITO,Não avaliado,201917820405188,CE PAULO ASSIS RIBEIRO
2942,2021,9,PRE-INSCRITO,Aprovado,201831940716910,CE BALTAZAR BERNARDINO
2942,2022,1,PRE-INSCRITO,Reprovado,201831940716910,CE ALMIRANTE TAMANDARE
2943,2021,3,PRE-INSCRITO,Aprovado,201432140418748,CE PAULO ASSIS RIBEIRO
2944,2021,9,PRE-INSCRITO,Aprovado,201631830726031,IE PROFESSOR ISMAEL COUTINHO
2944,2022,1,PRE-INSCRITO,Aprovado,201631830726031,IE PROFESSOR ISMAEL COUTINHO
2944,2023,2,PRE-INSCRITO,Dep.neste ano,201631830726031,IE PROFESSOR ISMAEL COUTINHO
2945,2021,9,VALOR DEPOSITADO,Aprovado,201832130387551,CE JOSE BONIFACIO
2945,2022,1,CONCLUIDA,Dep.neste ano,201832130387551,CE JOSE BONIFACIO
2945,2023,2,CONCLUIDA,Não avaliado,201832130387551,CE JOSE BONIFACIO
2946,2021,9,PRE-INSCRITO,Aprovado,201816170103171,CIEP 307 DJANIRA
2946,2022,1,PRE-INSCRITO,Aprovado,201816170103171,CIEP 307 DJANIRA
2946,2023,2,PRE-INSCRITO,Não avaliado,201816170103171,CIEP 307 DJANIRA
2947,2021,9,ELEGIVEL,Aprovado,201831940713652,CE BALTAZAR BERNARDINO
2947,2022,1,ELEGIVEL,Aprovado,201831940713652,CE BALTAZAR BERNARDINO
2947,2023,2,ELEGIVEL,Não avaliado,201831940713652,CE BALTAZAR BERNARDINO
2948,2021,9,PRE-INSCRITO,Aprovado,201932261006728,CE RAUL VIDAL
2948,2022,1,PRE-INSCRITO,Aprovado,201932261006728,CE RAUL VIDAL
2948,2023,2,PRE-INSCRITO,Não avaliado,201932261006728,CE RAUL VIDAL
2949,2021,9,VALOR DEPOSITADO,Aprovado,201831870816873,CE JOAQUIM TAVORA
2949,2022,1,VALOR DEPOSITADO,Aprovado,201831870816873,CE JOAQUIM TAVORA
2949,2023,2,CONCLUIDA,Não avaliado,201831870816873,CE JOAQUIM TAVORA
2950,2021,3,VALOR DEPOSITADO,Aprovado,201531900410791,CE MULLULO DA VEIGA
2951,2021,3,ELEGIVEL,Aprovado,201931830912610,CE AURELINO LEAL
2952,2021,3,VALOR DEPOSITADO,Aprovado,201832140582101,CE PAULO ASSIS RIBEIRO
2953,2021,9,PRE-INSCRITO,Aprovado,201832160443735,CE MARIA PEREIRA DAS NEVES
2953,2022,1,PRE-INSCRITO,Aprovado,201832160443735,CE MARIA PEREIRA DAS NEVES
2953,2023,2,PRE-INSCRITO,Aprovado,201832160443735,CE MARIA PEREIRA DAS NEVES
2954,2021,9,ELEGIVEL,Aprovado,201832130388876,CE JOSE BONIFACIO
2954,2022,1,ELEGIVEL,Reprovado,201832130388876,CE BRIGADEIRO CASTRIOTO
2954,2023,1,ELEGIVEL,Não avaliado,201832130388876,CE MULLULO DA VEIGA
2955,2021,9,VALOR DEPOSITADO,Aprovado,201832270106962,EE SAO DOMINGOS SAVIO
2955,2022,1,VALOR DEPOSITADO,Aprovado,201832270106962,CE MANUEL DE ABREU
2955,2023,2,CONCLUIDA,Dep.neste ano,201832270106962,CE MANUEL DE ABREU
2956,2021,9,VALOR DEPOSITADO,Aprovado,201817820394410,CIEP 450 DI CAVALCANTI
2956,2022,1,VALOR DEPOSITADO,Aprovado,201817820394410,CE LEOPOLDO FROES
2956,2023,2,CONCLUIDA,Não avaliado,201817820394410,CE PAULO ASSIS RIBEIRO
2957,2021,3,ELEGIVEL,Aprovado,201531870656044,CE JOAQUIM TAVORA
2958,2021,9,PRE-INSCRITO,Aprovado,201931900482850,CE MULLULO DA VEIGA
2958,2022,1,PRE-INSCRITO,Reprovado,201931900482850,CE MULLULO DA VEIGA
2958,2023,1,PRE-INSCRITO,Não avaliado,201931900482850,CE MULLULO DA VEIGA
2959,2021,9,VALOR DEPOSITADO,Aprovado,201832030135550,CE DUQUE DE CAXIAS
2959,2022,1,VALOR DEPOSITADO,Aprovado,201832030135550,CE PAULO ASSIS RIBEIRO
2959,2023,2,CONCLUIDA,Não avaliado,201832030135550,CE PAULO ASSIS RIBEIRO
2960,2021,9,VALOR DEPOSITADO,Aprovado,201832030135631,CE DUQUE DE CAXIAS
2960,2022,1,CONCLUIDA,Reprovado,201832030135631,CE PAULO ASSIS RIBEIRO
2960,2023,1,CONCLUIDA,Não avaliado,201832030135631,CE PAULO ASSIS RIBEIRO
2961,2021,9,VALOR DEPOSITADO,Aprovado,201731850677286,CE CONSELHEIRO MACEDO SOARES
2961,2022,1,CONCLUIDA,Reprovado,201731850677286,CE CONSELHEIRO MACEDO SOARES
2961,2023,1,CONCLUIDA,Reprovado,201731850677286,CE CONSELHEIRO MACEDO SOARES
2962,2021,9,ELEGIVEL,Transferido,201731850677110,CE CONSELHEIRO MACEDO SOARES
2963,2021,3,VALOR DEPOSITADO,Aprovado,201931881421480,CE CONSELHEIRO MACEDO SOARES
2964,2021,9,PRE-INSCRITO,Aprovado,201832130382754,CE JOSE BONIFACIO
2964,2022,1,PRE-INSCRITO,Aprovado,201832130382754,CE JOSE BONIFACIO
2964,2023,2,PRE-INSCRITO,Não avaliado,201832130382754,CE JOSE BONIFACIO
2965,2021,3,ELEGIVEL,Aprovado,201731830834671,CE CIZINIO SOARES PINTO
2966,2021,9,PRE-INSCRITO,Aprovado,201832260944892,CE RAUL VIDAL
2966,2022,1,PRE-INSCRITO,Dep.neste ano,201832260944892,CE AURELINO LEAL
2966,2023,2,PRE-INSCRITO,Não avaliado,201832260944892,CE RAUL VIDAL
2967,2021,3,PRE-INSCRITO,Aprovado,201732260888481,CE RAUL VIDAL
2968,2021,9,PRE-INSCRITO,Aprovado,201631940593441,CE BALTAZAR BERNARDINO
2968,2022,1,PRE-INSCRITO,Aprovado,201631940593441,CE BALTAZAR BERNARDINO
2968,2023,2,PRE-INSCRITO,Não avaliado,201631940593441,CE BALTAZAR BERNARDINO
2969,2021,9,PRE-INSCRITO,Aprovado,201732300412490,IE PROFESSOR ISMAEL COUTINHO
2969,2022,1,PRE-INSCRITO,Aprovado,201732300412490,CE AURELINO LEAL
2969,2023,2,PRE-INSCRITO,Não avaliado,201732300412490,CE AURELINO LEAL
2970,2021,3,ELEGIVEL,Abandonou,201831930368847,CE PROFESSORA ALCINA RODRIGUES LIMA
2971,2021,9,ELEGIVEL,Abandonou,201831900475246,CE MULLULO DA VEIGA
2972,2021,9,ELEGIVEL,Aprovado,202031970339771,CE CONSELHEIRO JOSINO
2972,2022,1,ELEGIVEL,Aprovado,202031970339771,CE MANUEL DE ABREU
2972,2023,2,ELEGIVEL,Aprovado,202031970339771,CE MANUEL DE ABREU
2973,2021,9,PRE-INSCRITO,Aprovado,201732140549787,CIEP 450 DI CAVALCANTI
2973,2022,1,PRE-INSCRITO,Abandonou,201732140549787,CE PAULO ASSIS RIBEIRO
2974,2021,9,VALOR DEPOSITADO,Aprovado,201932300507303,IE PROFESSOR ISMAEL COUTINHO
2974,2022,1,VALOR DEPOSITADO,Aprovado,201932300507303,CE FERNANDO MAGALHAES
2974,2023,2,CONCLUIDA,Transferido,201932300507303,CE CONSELHEIRO MACEDO SOARES
2975,2021,3,VALOR DEPOSITADO,Aprovado,201931830916423,CE AURELINO LEAL
2976,2021,9,VALOR DEPOSITADO,Aprovado,201831960534710,CE MARIA PEREIRA DAS NEVES
2976,2022,1,VALOR DEPOSITADO,Aprovado,201831960534710,CE MARIA PEREIRA DAS NEVES
2976,2023,2,CONCLUIDA,Não avaliado,201831960534710,CE FERNANDO MAGALHAES
2977,2021,3,VALOR DEPOSITADO,Aprovado,201532170185446,CE GUILHERME BRIGGS
2978,2021,9,PRE-INSCRITO,Aprovado,201832300454210,CE JOAQUIM TAVORA
2978,2022,1,PRE-INSCRITO,Dep.neste ano,201832300454210,CE JOAQUIM TAVORA
2978,2023,2,PRE-INSCRITO,Não avaliado,201832300454210,CE JOAQUIM TAVORA
2979,2021,3,VALOR DEPOSITADO,Aprovado,201832300454629,CE ALMIRANTE TAMANDARE
2980,2021,9,ELEGIVEL,Abandonou,201731850675828,CE CONSELHEIRO MACEDO SOARES
2981,2021,9,ELEGIVEL,Aprovado,201931850801510,CE CONSELHEIRO MACEDO SOARES
2981,2022,1,ELEGIVEL,Transferido,201931850801510,CE CONSELHEIRO MACEDO SOARES
2982,2021,9,VALOR DEPOSITADO,Aprovado,202031930412824,CE ALMIRANTE TAMANDARE
2982,2022,1,VALOR DEPOSITADO,Aprovado,202031930412824,CE ALMIRANTE TAMANDARE
2982,2023,2,CONCLUIDA,Não avaliado,202031930412824,CE ALMIRANTE TAMANDARE
2983,2021,3,VALOR DEPOSITADO,Aprovado,201531870667755,CE PAULO ASSIS RIBEIRO
2984,2021,3,PRE-INSCRITO,Aprovado,201011450023506,CIEP 448 RUY FRAZAO SOARES
2985,2021,9,PRE-INSCRITO,Aprovado,201832230497170,CE PINTO LIMA
2985,2022,1,PRE-INSCRITO,Aprovado,201832230497170,CE PINTO LIMA
2985,2023,2,PRE-INSCRITO,Aprovado,201832230497170,CE PINTO LIMA
2987,2021,9,VALOR DEPOSITADO,Aprovado,201831850730329,CE CONSELHEIRO MACEDO SOARES
2987,2023,2,ELEGIVEL,Aprovado,201831850730329,IE PROFESSOR ISMAEL COUTINHO
2988,2021,3,VALOR DEPOSITADO,Aprovado,201931830912517,CE ALMIRANTE TAMANDARE
2989,2021,3,PRE-INSCRITO,Aprovado,201531960428164,CE CIZINIO SOARES PINTO
2990,2021,3,PRE-INSCRITO,Aprovado,201432150356818,CE MANUEL DE ABREU
2991,2021,9,VALOR DEPOSITADO,Aprovado,201932140608913,CE CIZINIO SOARES PINTO
2991,2022,1,VALOR DEPOSITADO,Aprovado,201932140608913,CE CIZINIO SOARES PINTO
2991,2023,2,CONCLUIDA,Aprovado,201932140608913,CE CIZINIO SOARES PINTO
2992,2021,3,ELEGIVEL,Abandonou,201432300322050,IE PROFESSOR ISMAEL COUTINHO
2993,2021,3,VALOR DEPOSITADO,Aprovado,201931881393339,LICEU NILO PECANHA
2994,2021,3,ELEGIVEL,Aprovado,201332270060723,CE JOAQUIM TAVORA
2995,2021,3,ELEGIVEL,Aprovado,201931930397835,CE ALMIRANTE TAMANDARE
2996,2021,9,ELEGIVEL,Aprovado,202031930418610,CE ALMIRANTE TAMANDARE
2996,2022,1,ELEGIVEL,Aprovado,202031930418610,CE ALMIRANTE TAMANDARE
2996,2023,2,ELEGIVEL,Não avaliado,202031930418610,CE ALMIRANTE TAMANDARE
2997,2021,9,ELEGIVEL,Reprovado,201832150510410,CE MANUEL DE ABREU
2997,2022,9,ELEGIVEL,Reprovado,201832150510410,CE MANUEL DE ABREU
2998,2021,9,VALOR DEPOSITADO,Aprovado,202032140639991,CE LEOPOLDO FROES
2998,2022,1,VALOR DEPOSITADO,Aprovado,202032140639991,CE LEOPOLDO FROES
2998,2023,2,CONCLUIDA,Não avaliado,202032140639991,CE LEOPOLDO FROES
2999,2021,9,VALOR DEPOSITADO,Aprovado,201732150495604,CE MANUEL DE ABREU
2999,2022,1,CONCLUIDA,Dep.neste ano,201732150495604,CE MANUEL DE ABREU
2999,2023,2,CONCLUIDA,Dep.neste ano,201732150495604,CE MANUEL DE ABREU
3000,2021,9,VALOR DEPOSITADO,Aprovado,201732150481735,CE MANUEL DE ABREU
3000,2022,1,CONCLUIDA,Reprovado,201732150481735,CE MANUEL DE ABREU
3000,2023,1,CONCLUIDA,Reprovado,201732150481735,CE MATEMATICO JOAQUIM GOMES DE SOUSA - INTER-CULTURAL BRASIL-CHINA
3001,2021,9,ELEGIVEL,Reprovado,201832000453082,CE DOUTOR LUCIANO PESTRE
3002,2021,3,VALOR DEPOSITADO,Aprovado,201532140494653,CE LEOPOLDO FROES
3002,2021,3,VALOR DEPOSITADO,Aprovado,201532140494653,CE LEOPOLDO FROES
3003,2021,3,ELEGIVEL,Abandonou,201532010358431,LICEU NILO PECANHA
3003,2022,3,ELEGIVEL,Transferido,201532010358431,CE JOAQUIM TAVORA
3003,2023,3,ELEGIVEL,Não avaliado,201532010358431,CE JOAQUIM TAVORA
3004,2021,9,INSCRICAO PARCIAL,Aprovado,201631830785710,IE PROFESSOR ISMAEL COUTINHO
3004,2022,1,INSCRICAO PARCIAL,Dep.neste ano,202231831019531,CE AURELINO LEAL
3004,2023,2,INSCRICAO PARCIAL,Não avaliado,202231831019531,CE AURELINO LEAL
3005,2021,3,VALOR DEPOSITADO,Aprovado,201331870524196,CE PAULO ASSIS RIBEIRO
3006,2021,9,VALOR DEPOSITADO,Aprovado,201832170233458,EE MENEZES VIEIRA
